dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,egauge_min_time,egauge_max_time,use,grid,gen,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
6794,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1954,1232.0,1232.0,0.0,0.0,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6827,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1960,1104.0,1104.0,0.0,0.0,,,yes, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6910,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,,2011-09-01,,1967,2698.0,1466.0,1232.0,0.0,,,yes,yes,yes, ,yes,yes,,2014-03-25 14:48:18-05,2015-03-31 14:59:09-05,2013-07-30 04:43:31-05,2014-02-07 01:52:06-06,2013-07-30 04:49:30-05,2017-08-26 22:56:00-05,2012-07-19 00:00:00-05,2017-08-26 07:59:00-05,yes,yes,,yes,yes,,,,yes,yes,yes,yes,yes,,,yes,,yes,yes,,yes,yes,,,,yes,yes,yes,,,,,,yes,,yes,yes,yes,yes,yes,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,
7161,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1976,926.0,926.0,0.0,0.0,,,yes, ,yes, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7361,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,,2011-09-01,,1920,944.0,944.0,0.0,0.0,,,yes, , , , , ,0,2014-09-19 13:29:50-05,2014-11-22 14:59:01-06,2013-09-03 11:46:41-05,2013-09-03 11:48:26-05,2013-09-03 11:46:41-05,2014-11-21 23:40:00-06,2012-11-17 18:00:00-06,2017-08-26 02:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,yes,,
7531,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,2011-09-01,,2000,2305.0,1054.0,1251.0,0.0,,,yes, ,yes, , , ,2,,,,,2016-03-22 00:00:00-05,2017-08-26 03:28:00-05,2012-09-14 19:00:00-05,2016-02-26 04:30:00-06,yes,yes,,yes,yes,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
7589,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1954,2013.0,2013.0,0.0,0.0,,,yes, ,yes, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,2011-09-01,,1953,960.0,960.0,0.0,0.0,,,yes, ,yes,yes,yes,yes,1,,,,,2014-08-10 06:57:00-05,2015-10-28 15:34:00-05,2012-10-04 19:00:00-05,2017-08-26 03:33:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
7866,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,2011-09-01,,1983,960.0,960.0,0.0,0.0,,,yes, ,yes,yes,yes, ,1,,,,,,,2012-09-14 19:00:00-05,2016-03-21 05:42:00-05,yes,yes,,yes,,,,,,,yes,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,yes,,yes,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
7989,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,2011-09-01,,1973,2148.0,1748.0,400.0,0.0,,, , ,yes,yes, ,yes,,2014-09-12 14:15:09-05,2017-08-26 22:59:01-05,2013-08-22 11:03:55-05,2014-02-07 01:39:49-06,2013-08-22 11:03:55-05,2015-10-28 23:38:00-05,2012-09-06 19:00:00-05,2017-08-26 07:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,
8031,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,2011-09-01,,1949,1058.0,1058.0,0.0,0.0,,,yes, , , ,yes, ,0,2014-10-09 11:00:02-05,2016-03-04 18:59:01-06,2012-04-12 18:31:56-05,2014-02-07 00:37:37-06,2012-04-11 18:58:28-05,2015-10-28 23:59:00-05,2013-06-01 00:00:00-05,2017-08-26 02:12:00-05,yes,yes,,yes,yes,,,,yes,,,,,,,,,yes,,,yes,,yes,,,yes,,,,,,,,,,,,yes,yes,,,,,yes,,,yes,,,,,,,,,,,yes,,,,,,,,,
8268,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1954,1054.0,1054.0,0.0,0.0,,,yes, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1983,2427.0,2427.0,0.0,0.0,,,yes, ,yes, , , ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,2011-09-01,,1990,1613.0,,,,,,yes, ,yes,yes, ,yes,1,,,,,2016-03-30 14:53:00-05,2017-08-26 23:59:00-05,2012-09-20 19:00:00-05,2017-08-26 03:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,yes,,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
9356,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,,2011-09-01,,1981,3381.0,1354.0,1590.0,437.0,,,yes, , , , , ,1,,,,,,,2012-09-17 19:00:00-05,2017-08-26 06:38:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes
9499,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,2011-09-01,,1965,1112.0,1112.0,0.0,0.0,,,yes, ,yes,yes,yes, ,1,,,2012-04-11 18:28:55-05,2013-05-10 09:48:16-05,,,2012-10-11 01:00:00-05,2014-08-06 23:59:00-05,yes,yes,,yes,,,,,yes,yes,yes,,,,,yes,yes,,,,,,yes,,,yes,,,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9609,yes,Town Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,,2011-09-01,,1955,1080.0,1080.0,0.0,0.0,,,yes, ,yes,yes,yes,yes,1,,,2012-04-11 18:59:30-05,2013-03-04 17:11:56-06,,,2012-10-19 19:00:00-05,2017-08-26 04:59:00-05,yes,yes,,yes,,,,,yes,,yes,,,,,yes,,yes,yes,,,,,,,yes,,,,,,,,yes,,yes,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,
9643,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,,2011-09-01,,1957,1196.0,1196.0,0.0,0.0,,, , ,yes, , , ,1,2014-09-12 16:48:09-05,2016-01-18 06:59:09-06,2013-08-07 11:48:54-05,2014-02-07 00:28:08-06,2013-08-07 11:48:54-05,2015-07-24 06:50:00-05,2013-11-14 18:00:00-06,2016-01-18 03:59:00-06,yes,yes,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9654,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,2011-09-01,,1954,1237.0,1237.0,0.0,0.0,,, ,yes, ,yes,yes,yes,0,,,,,,,2012-08-30 19:00:00-05,2017-06-20 02:59:00-05,yes,yes,,yes,,,,,,,yes,,,,,,yes,,,,,,yes,,,yes,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
9727,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1949,2000.0,2000.0,0.0,0.0,,,yes, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9737,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,yes,2011-09-01,,2001,5231.0,2704.0,2527.0,0.0,,,yes, ,yes,yes, ,yes,2,,,,,,,2012-08-30 19:00:00-05,2017-08-26 02:56:00-05,yes,yes,yes,yes,yes,yes,,,,,,,,,,,yes,,yes,,yes,,yes,,,yes,yes,yes,,,,yes,yes,,,yes,yes,,,,,,,,,yes,,yes,,,,,,,,,,yes,yes,,,,yes,,,,yes
9766,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1977,1917.0,1385.0,532.0,0.0,,,yes, , , , ,yes,,,,,,2013-08-30 19:05:41-05,2015-10-21 17:45:00-05,2014-06-07 00:00:00-05,2016-08-30 06:26:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,
9867,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1965,1440.0,720.0,720.0,0.0,,,yes, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,,2011-09-01,,1960,1120.0,1120.0,0.0,0.0,,,yes, , , , , ,0,,,2012-04-11 18:58:05-05,2013-05-10 16:17:33-05,,,2012-11-15 18:00:00-06,2017-08-26 07:59:00-05,yes,yes,,yes,,,,,,,yes,yes,yes,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,,,yes,,,,,,,,,,yes,,,,,,,,,
9916,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1964,1386.0,1386.0,0.0,0.0,,,yes, ,yes, , ,yes,0,,,2012-04-15 10:11:20-05,2013-05-10 04:16:29-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1980,2782.0,1530.0,1058.0,0.0,194.0,0.0, , ,yes,yes, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,2011-09-01,,1981,2501.0,1537.0,964.0,0.0,,,yes, , , , , ,2,,,,,,,2012-11-15 18:00:00-06,2015-04-30 03:59:00-05,yes,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,yes,,,,,
9920,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1960,1080.0,1080.0,0.0,0.0,,, , , , , , ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,,2011-09-01,,1958,1111.0,1111.0,0.0,0.0,,,yes, ,yes,yes, ,yes,1,,,,,,,2012-08-25 19:00:00-05,2016-10-29 02:59:00-05,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
9922,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,2011-09-01,,2000,2331.0,2331.0,0.0,0.0,,,yes, ,yes,yes,yes, ,,,,,,,,2012-09-07 19:00:00-05,2017-08-26 07:59:00-05,yes,yes,,yes,yes,,,,,,yes,yes,yes,,,,yes,,,,yes,yes,yes,,,yes,yes,,,,,,,yes,yes,,,yes,yes,yes,,,,yes,,,,,,yes,,,,,,,,,,,,,yes,,,,
9926,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,,2011-09-01,,1992,2284.0,986.0,1298.0,0.0,0.0,0.0, ,yes,yes, , ,yes,,,,,,,,2012-10-12 19:00:00-05,2016-11-26 02:59:00-06,yes,yes,,yes,,,,,,,yes,yes,,,,,yes,,,,yes,yes,yes,,,,,,,,,,,yes,yes,,,yes,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,yes,,,yes,,,,,,
9929,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,,2011-09-01,,1942,912.0,912.0,0.0,0.0,0.0,0.0, , ,yes, , , ,0,,,,,,,2012-08-24 19:00:00-05,2017-02-03 03:34:00-06,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
9932,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,2011-09-01,,1998,2177.0,1529.0,648.0,0.0,0.0,0.0, ,yes,yes,yes,yes,yes,,,,,,,,2014-05-31 00:00:00-05,2017-08-26 03:33:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,,yes,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,
9933,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,,2011-09-01,,1952,1424.0,1424.0,0.0,0.0,,,yes, ,yes,yes,yes,yes,1,,,,,,,2012-09-06 19:00:00-05,2016-03-23 02:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,yes,yes,,,,,,,,,yes,,yes,,,,,,yes,,,,,,,,,,,
9934,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,yes,2011-09-01,,1970,1904.0,,,,,,yes, ,yes,yes,yes, ,,,,,,,,2012-10-12 19:00:00-05,2017-08-26 06:59:00-05,,yes,,yes,,,,,,,yes,,,,,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,,yes,yes,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,yes,,
9935,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,yes,2011-09-01,,1997,4447.0,3817.0,630.0,0.0,0.0,0.0,yes, , , , , ,,,,,,,,2014-08-29 00:00:00-05,2017-08-26 04:59:00-05,yes,yes,yes,yes,yes,yes,,,,,,,,,,yes,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,yes,,,,,,,,,,
9936,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,2011-09-01,,1984,1523.0,1523.0,0.0,0.0,,,yes, ,yes,yes, , ,1,,,,,,,2012-12-11 18:00:00-06,2014-11-29 17:59:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
9937,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,2011-09-01,,1963,1923.0,,,,,,yes, ,yes,yes, , ,,,,,,,,2012-10-30 19:00:00-05,2017-08-26 03:34:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,,yes,,,,,,,,yes,,yes,,,,,,yes,,,,yes,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
9938,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,,2011-09-01,,1952,2413.0,2413.0,0.0,0.0,,,yes, , , , , ,,,,,,,,2013-05-25 19:00:00-05,2017-08-26 07:59:00-05,yes,yes,,yes,yes,,,,yes,,,,,,,,,yes,,,yes,yes,,,,yes,yes,,,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
9939,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,yes,2011-09-01,,1951,1440.0,1440.0,0.0,0.0,,,yes, ,yes, , , ,0,,,,,,,2012-12-17 18:00:00-06,2017-08-20 02:59:00-05,yes,yes,yes,yes,yes,,,,yes,,yes,yes,yes,,,,yes,,,,yes,,,yes,,yes,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,yes,,,,
9940,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1961,1079.0,1079.0,0.0,0.0,,,yes, ,yes, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,2011-09-01,,1984,3041.0,2048.0,993.0,0.0,,,yes, ,yes,yes, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,yes,2011-09-01,,1915,2050.0,,,,,,yes, , ,yes, , ,,,,,,2016-03-23 00:00:00-05,2017-08-26 18:01:00-05,2013-09-14 19:00:00-05,2017-03-03 02:59:00-06,yes,yes,yes,yes,yes,,,,,,,,,,,,yes,,,,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,yes,yes,,,yes,,,,,
8160,,Single-Family Home,,,,,,,,Austin,Texas,yes,2011-09-20,2011-10-17,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,,Single-Family Home,,,,,,,,Austin,Texas,yes,2011-09-20,2012-07-31,,,,,,,, , , , , , ,,,,2012-04-11 18:57:59-05,2012-07-30 18:59:23-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5002,,Single-Family Home,,,,,,,,Austin,Texas,yes,2011-09-20,2012-08-15,,,,,,,, , , , , , ,,,,2012-04-11 18:35:28-05,2012-08-14 18:52:44-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,,Single-Family Home,,,,,,,,Austin,Texas,yes,2011-09-20,2012-08-30,,,,,,,, , , , , , ,,,,2012-04-11 18:58:54-05,2012-08-29 18:55:43-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9969,,Single-Family Home,,,yes,,,,,Austin,Texas,,2011-11-22,2012-06-05,,,,,,,, , ,yes, , , ,,,,2012-04-12 14:20:25-05,2012-05-02 13:54:52-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,,Single-Family Home,,,yes,,,,,Austin,Texas,yes,2011-11-22,2012-08-30,2008,2075.0,,,,,, , ,yes, , , ,,,,,,,,2012-05-02 01:00:00-05,2012-08-30 00:00:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9451,,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,2011-11-22,2013-11-19,2008,2710.0,,,,,, , ,yes, , , ,,,,,,,,2012-05-02 01:00:00-05,2013-07-11 00:59:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277,,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,2011-11-22,2014-02-09,2009,3255.0,,,,,, , ,yes, , , ,,,,,,,,2012-12-17 18:00:00-06,2014-02-09 00:00:00-06,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545,,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,2011-11-22,2014-03-30,2007,3459.0,2237.0,1222.0,0.0,0.0,0.0, , , , , , ,,,,,,,,2012-05-02 19:00:00-05,2014-03-30 00:00:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,,Single-Family Home,,,yes,,,,,Austin,Texas,yes,2011-11-22,2014-06-01,2011,3727.0,1631.0,2096.0,0.0,0.0,, , ,yes, , , ,,,,2012-04-11 18:53:59-05,2013-05-10 16:27:23-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,,Single-Family Home,,,yes,,,,,Austin,Texas,,2011-11-22,2014-07-18,,,,,,,, , , , , , ,,,,2012-04-11 18:36:44-05,2013-05-10 16:29:31-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,2011-11-22,2014-08-01,2009,2669.0,1455.0,1214.0,0.0,0.0,0.0, , ,yes, , , ,,,,2012-04-12 13:05:23-05,2013-05-10 16:28:35-05,,,2012-05-22 01:00:00-05,2014-07-06 18:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,yes,,,yes,,,,,,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,yes,,,,,,,,yes,yes,,,,,,,,
3964,,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,2011-11-22,2014-08-01,2008,1946.0,1001.0,945.0,0.0,0.0,0.0, , ,yes, , , ,,,,2012-04-11 18:59:50-05,2013-05-10 16:29:13-05,,,2012-05-21 19:00:00-05,2013-10-13 18:59:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7240,,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,2011-11-22,2014-08-01,2010,2196.0,1424.0,772.0,0.0,0.0,0.0, , , , , , ,,,,2012-04-11 18:57:39-05,2013-05-10 16:27:41-05,,,2012-05-02 19:00:00-05,2013-10-06 18:59:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,2011-11-22,2014-08-27,2008,1972.0,1041.0,931.0,0.0,0.0,0.0, , ,yes, , , ,,,,2012-04-11 18:57:20-05,2013-05-10 16:29:44-05,,,2012-09-17 19:00:00-05,2014-07-31 18:59:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,2011-11-22,2014-10-31,2007,2340.0,1352.0,988.0,0.0,0.0,0.0, , , , , , ,,,,2012-04-11 18:58:17-05,2014-01-28 09:46:55-06,2012-05-01 13:00:00-05,2014-10-30 23:58:00-05,2012-05-11 19:00:00-05,2014-10-27 18:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
1153,,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,2011-11-22,2015-03-21,2008,3249.0,1532.0,1717.0,0.0,0.0,0.0, , ,yes, , , ,,,,2012-04-11 18:59:59-05,2013-05-10 16:29:54-05,,,2012-12-11 18:00:00-06,2015-03-21 23:59:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,2011-11-22,2015-06-03,2008,1392.0,1392.0,0.0,0.0,0.0,0.0, , ,yes,yes, , ,,,,2012-04-11 18:40:19-05,2013-05-10 16:24:40-05,,,2012-11-22 18:00:00-06,2015-06-02 02:48:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,
6871,,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,2011-11-22,2015-06-12,2009,1439.0,,,,,, , ,yes, , , ,,,,2012-04-11 18:58:32-05,2013-05-10 16:28:39-05,,,2012-05-24 19:00:00-05,2015-06-11 02:46:00-05,yes,yes,yes,yes,,,,,yes,,yes,,,,,yes,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,,
8852,,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,,2011-11-22,2015-06-12,2011,1459.0,602.0,857.0,0.0,0.0,0.0, , ,yes, , , ,,,,2012-04-11 18:59:41-05,2013-05-10 16:29:53-05,,,2013-06-04 19:00:00-05,2014-10-14 18:59:00-05,yes,yes,,,,,,,yes,,yes,,,,,,yes,,yes,,yes,yes,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
